"referencing_table","referencing_column","referenced_table","referenced_column"
TDNBuilding,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingFloor,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingColumn,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingFoundation,TDNBuildingID,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingFlooring,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
view_TDNTaxDecProvince,StreetId,PStreet,StreetId
View_TDNLandBackTax,StreetID,PStreet,StreetId
TDNSubdivisionTempTable,StreetId,PStreet,StreetId
view_MachineApraisal,StreetId,PStreet,StreetId
View_PrintTaxDecCity,StreetId,PStreet,StreetId
tempTDN,StreetId,PStreet,StreetId
View_StreetAssessment,StreetId,PStreet,StreetId
TDN,StreetId,PStreet,StreetId
QuarterlyTable,LGUID,PStreet,LGUID
QuarterlyTableActive,LGUID,PStreet,LGUID
QuarterlyTableCancelled,LGUID,PStreet,LGUID
View_StreetAssessment,LGUID,PStreet,LGUID
AssessmentRollSEFBasic,LGUID,PStreet,LGUID
PStreetOld,LGUID,PStreet,LGUID
QuarterlyTableOld,LGUID,PStreet,LGUID
PSubdivision,LGUID,PStreet,LGUID
QuarterlyTable,MunicipalityID,PStreet,MunicipalityID
QuarterlyTableActive,MunicipalityID,PStreet,MunicipalityID
QuarterlyTableCancelled,MunicipalityID,PStreet,MunicipalityID
UserORStatus,MunicipalityID,PStreet,MunicipalityID
ORHistory,MunicipalityID,PStreet,MunicipalityID
PSubdivision,MunicipalityID,PStreet,MunicipalityID
View_StreetAssessment,MunicipalityID,PStreet,MunicipalityID
ASubClassification,MunicipalityID,PStreet,MunicipalityID
PStreetOld,MunicipalityID,PStreet,MunicipalityID
ALandAssessmentLevel,MunicipalityID,PStreet,MunicipalityID
QuarterlyTableOld,MunicipalityID,PStreet,MunicipalityID
aBuilding,BarangayId,PStreet,BarangayId
QuarterlyTable,BarangayID,PStreet,BarangayId
QuarterlyTableActive,BarangayID,PStreet,BarangayId
View_BarangayLookUp,BarangayId,PStreet,BarangayId
view_BarangayCityLookUp,BarangayId,PStreet,BarangayId
View_tdn,BarangayId,PStreet,BarangayId
LocationStreet,BarangayID,PStreet,BarangayId
PSubdivision,BarangayId,PStreet,BarangayId
AssessmentRollSEFBasic,BarangayId,PStreet,BarangayId
SummaryRPUAssessed,BarangayID,PStreet,BarangayId
QuarterlyTableOld,BarangayID,PStreet,BarangayId
RPUSummaryPerBarangayTable,BarangayID,PStreet,BarangayId
TDNSubdivisionTempTable,BarangayID,PStreet,BarangayId
ASubClassification,BarangayID,PStreet,BarangayId
PStreetOld,BarangayId,PStreet,BarangayId
RecordsOfAssessmentTable,BarangayID,PStreet,BarangayId
View_StreetAssessment,BarangayId,PStreet,BarangayId
QuarterlyTableCancelled,BarangayID,PStreet,BarangayId
aStreet,BarangayId,PStreet,BarangayId
View_StreetAssessment,LocationStreetID,PStreet,LocationStreetID
LocationStreet,LocationStreetID,PStreet,LocationStreetID
TDNLookUp,TDNID,View_FAASMachinery,TDNId
View_MachienryFAAS,TDNId,View_FAASMachinery,TDNId
View_FAAS,TDNId,View_FAASMachinery,TDNId
view_FAASLandDetail,TDNId,View_FAASMachinery,TDNId
view_FAASLand,TDNId,View_FAASMachinery,TDNId
AOwnerOther,TDNId,View_FAASMachinery,TDNId
TDNSubdivisionTempTable,TDNID,View_FAASMachinery,TDNId
TDNTEMP,TDNID,View_FAASMachinery,TDNId
TDNLookUp,TDNID,View_MachienryFAAS,TDNId
View_FAASMachinery,TDNId,View_MachienryFAAS,TDNId
View_FAAS,TDNId,View_MachienryFAAS,TDNId
view_FAASLandDetail,TDNId,View_MachienryFAAS,TDNId
view_FAASLand,TDNId,View_MachienryFAAS,TDNId
AOwnerOther,TDNId,View_MachienryFAAS,TDNId
TDNSubdivisionTempTable,TDNID,View_MachienryFAAS,TDNId
TDNTEMP,TDNID,View_MachienryFAAS,TDNId
TDNBuildingRoofing,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingDetail,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingElectrical,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingStairs,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
View_FAASBuilding,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingWallFinish,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingFixtures,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingBeam,TDNBuildingID,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingTrussFraming,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingDoor,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingCeiling,TDNBuildingID,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingWindow,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingToiletBath,TDNBuildingId
TDNBuilding,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingFloor,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingColumn,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingFoundation,TDNBuildingID,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingFlooring,TDNBuildingId,TDNBuildingToiletBath,TDNBuildingId
TDNBuildingRoofing,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingDetail,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingElectrical,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingStairs,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
View_FAASBuilding,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingWallFinish,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingToiletBath,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingFixtures,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingBeam,TDNBuildingID,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingTrussFraming,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingDoor,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingCeiling,TDNBuildingID,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingWindow,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuilding,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingFloor,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingColumn,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingFoundation,TDNBuildingID,TDNBuildingPlumbingSewer,TDNBuildingId
TDNBuildingFlooring,TDNBuildingId,TDNBuildingPlumbingSewer,TDNBuildingId
TDN,SubdivisionID,PSubdivision,SubdivisionID
View_TDNLandBackTax,SubdivisionID,PSubdivision,SubdivisionID
QuarterlyTable,LGUID,PSubdivision,LGUID
QuarterlyTableActive,LGUID,PSubdivision,LGUID
QuarterlyTableCancelled,LGUID,PSubdivision,LGUID
View_StreetAssessment,LGUID,PSubdivision,LGUID
AssessmentRollSEFBasic,LGUID,PSubdivision,LGUID
PStreetOld,LGUID,PSubdivision,LGUID
QuarterlyTableOld,LGUID,PSubdivision,LGUID
PStreet,LGUID,PSubdivision,LGUID
QuarterlyTable,MunicipalityID,PSubdivision,MunicipalityID
QuarterlyTableActive,MunicipalityID,PSubdivision,MunicipalityID
QuarterlyTableCancelled,MunicipalityID,PSubdivision,MunicipalityID
UserORStatus,MunicipalityID,PSubdivision,MunicipalityID
ORHistory,MunicipalityID,PSubdivision,MunicipalityID
PStreet,MunicipalityID,PSubdivision,MunicipalityID
View_StreetAssessment,MunicipalityID,PSubdivision,MunicipalityID
ASubClassification,MunicipalityID,PSubdivision,MunicipalityID
PStreetOld,MunicipalityID,PSubdivision,MunicipalityID
ALandAssessmentLevel,MunicipalityID,PSubdivision,MunicipalityID
QuarterlyTableOld,MunicipalityID,PSubdivision,MunicipalityID
aBuilding,BarangayId,PSubdivision,BarangayId
QuarterlyTable,BarangayID,PSubdivision,BarangayId
QuarterlyTableActive,BarangayID,PSubdivision,BarangayId
View_BarangayLookUp,BarangayId,PSubdivision,BarangayId
view_BarangayCityLookUp,BarangayId,PSubdivision,BarangayId
View_tdn,BarangayId,PSubdivision,BarangayId
LocationStreet,BarangayID,PSubdivision,BarangayId
PStreet,BarangayId,PSubdivision,BarangayId
AssessmentRollSEFBasic,BarangayId,PSubdivision,BarangayId
SummaryRPUAssessed,BarangayID,PSubdivision,BarangayId
QuarterlyTableOld,BarangayID,PSubdivision,BarangayId
RPUSummaryPerBarangayTable,BarangayID,PSubdivision,BarangayId
TDNSubdivisionTempTable,BarangayID,PSubdivision,BarangayId
ASubClassification,BarangayID,PSubdivision,BarangayId
PStreetOld,BarangayId,PSubdivision,BarangayId
RecordsOfAssessmentTable,BarangayID,PSubdivision,BarangayId
View_StreetAssessment,BarangayId,PSubdivision,BarangayId
QuarterlyTableCancelled,BarangayID,PSubdivision,BarangayId
aStreet,BarangayId,PSubdivision,BarangayId
TDNLookUp,TDNID,View_FAAS,TDNId
View_FAASMachinery,TDNId,View_FAAS,TDNId
View_MachienryFAAS,TDNId,View_FAAS,TDNId
view_FAASLandDetail,TDNId,View_FAAS,TDNId
view_FAASLand,TDNId,View_FAAS,TDNId
AOwnerOther,TDNId,View_FAAS,TDNId
TDNSubdivisionTempTable,TDNID,View_FAAS,TDNId
TDNTEMP,TDNID,View_FAAS,TDNId
TDNBuildingRoofing,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuildingFixtures,TDNBuildingId
TDNBuildingDetail,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuildingFixtures,TDNBuildingId
TDNBuildingElectrical,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
TDNBuildingStairs,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
View_FAASBuilding,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
TDNBuildingWallFinish,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
TDNBuildingToiletBath,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
TDNBuildingBeam,TDNBuildingID,TDNBuildingFixtures,TDNBuildingId
TDNBuildingTrussFraming,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
TDNBuildingDoor,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
TDNBuildingCeiling,TDNBuildingID,TDNBuildingFixtures,TDNBuildingId
TDNBuildingWindow,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingFixtures,TDNBuildingId
TDNBuilding,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
TDNBuildingFloor,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
TDNBuildingColumn,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
TDNBuildingFoundation,TDNBuildingID,TDNBuildingFixtures,TDNBuildingId
TDNBuildingFlooring,TDNBuildingId,TDNBuildingFixtures,TDNBuildingId
aBuilding,BarangayId,AssessmentRollSEFBasic,BarangayId
QuarterlyTable,BarangayID,AssessmentRollSEFBasic,BarangayId
QuarterlyTableActive,BarangayID,AssessmentRollSEFBasic,BarangayId
View_BarangayLookUp,BarangayId,AssessmentRollSEFBasic,BarangayId
view_BarangayCityLookUp,BarangayId,AssessmentRollSEFBasic,BarangayId
View_tdn,BarangayId,AssessmentRollSEFBasic,BarangayId
LocationStreet,BarangayID,AssessmentRollSEFBasic,BarangayId
PStreet,BarangayId,AssessmentRollSEFBasic,BarangayId
PSubdivision,BarangayId,AssessmentRollSEFBasic,BarangayId
SummaryRPUAssessed,BarangayID,AssessmentRollSEFBasic,BarangayId
QuarterlyTableOld,BarangayID,AssessmentRollSEFBasic,BarangayId
RPUSummaryPerBarangayTable,BarangayID,AssessmentRollSEFBasic,BarangayId
TDNSubdivisionTempTable,BarangayID,AssessmentRollSEFBasic,BarangayId
ASubClassification,BarangayID,AssessmentRollSEFBasic,BarangayId
PStreetOld,BarangayId,AssessmentRollSEFBasic,BarangayId
RecordsOfAssessmentTable,BarangayID,AssessmentRollSEFBasic,BarangayId
View_StreetAssessment,BarangayId,AssessmentRollSEFBasic,BarangayId
QuarterlyTableCancelled,BarangayID,AssessmentRollSEFBasic,BarangayId
aStreet,BarangayId,AssessmentRollSEFBasic,BarangayId
QuarterlyTable,LGUID,AssessmentRollSEFBasic,LGUID
QuarterlyTableActive,LGUID,AssessmentRollSEFBasic,LGUID
QuarterlyTableCancelled,LGUID,AssessmentRollSEFBasic,LGUID
View_StreetAssessment,LGUID,AssessmentRollSEFBasic,LGUID
PStreetOld,LGUID,AssessmentRollSEFBasic,LGUID
QuarterlyTableOld,LGUID,AssessmentRollSEFBasic,LGUID
PStreet,LGUID,AssessmentRollSEFBasic,LGUID
PSubdivision,LGUID,AssessmentRollSEFBasic,LGUID
TDNBuildingRoofing,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuildingElectrical,TDNBuildingId
TDNBuildingDetail,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuildingElectrical,TDNBuildingId
TDNBuildingStairs,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
View_FAASBuilding,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
TDNBuildingWallFinish,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
TDNBuildingToiletBath,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
TDNBuildingFixtures,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
TDNBuildingBeam,TDNBuildingID,TDNBuildingElectrical,TDNBuildingId
TDNBuildingTrussFraming,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
TDNBuildingDoor,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
TDNBuildingCeiling,TDNBuildingID,TDNBuildingElectrical,TDNBuildingId
TDNBuildingWindow,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingElectrical,TDNBuildingId
TDNBuilding,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
TDNBuildingFloor,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
TDNBuildingColumn,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
TDNBuildingFoundation,TDNBuildingID,TDNBuildingElectrical,TDNBuildingId
TDNBuildingFlooring,TDNBuildingId,TDNBuildingElectrical,TDNBuildingId
Tbl_SBUCC,BuildingTypeID,ASucceedingFlrAdjudments,BuildingTypeId
aBuilding,BarangayId,SummaryRPUAssessed,BarangayID
QuarterlyTable,BarangayID,SummaryRPUAssessed,BarangayID
QuarterlyTableActive,BarangayID,SummaryRPUAssessed,BarangayID
View_BarangayLookUp,BarangayId,SummaryRPUAssessed,BarangayID
view_BarangayCityLookUp,BarangayId,SummaryRPUAssessed,BarangayID
View_tdn,BarangayId,SummaryRPUAssessed,BarangayID
LocationStreet,BarangayID,SummaryRPUAssessed,BarangayID
PStreet,BarangayId,SummaryRPUAssessed,BarangayID
PSubdivision,BarangayId,SummaryRPUAssessed,BarangayID
AssessmentRollSEFBasic,BarangayId,SummaryRPUAssessed,BarangayID
QuarterlyTableOld,BarangayID,SummaryRPUAssessed,BarangayID
RPUSummaryPerBarangayTable,BarangayID,SummaryRPUAssessed,BarangayID
TDNSubdivisionTempTable,BarangayID,SummaryRPUAssessed,BarangayID
ASubClassification,BarangayID,SummaryRPUAssessed,BarangayID
PStreetOld,BarangayId,SummaryRPUAssessed,BarangayID
RecordsOfAssessmentTable,BarangayID,SummaryRPUAssessed,BarangayID
View_StreetAssessment,BarangayId,SummaryRPUAssessed,BarangayID
QuarterlyTableCancelled,BarangayID,SummaryRPUAssessed,BarangayID
aStreet,BarangayId,SummaryRPUAssessed,BarangayID
aBuilding,BarangayId,View_BarangayLookUp,BarangayId
QuarterlyTable,BarangayID,View_BarangayLookUp,BarangayId
QuarterlyTableActive,BarangayID,View_BarangayLookUp,BarangayId
view_BarangayCityLookUp,BarangayId,View_BarangayLookUp,BarangayId
View_tdn,BarangayId,View_BarangayLookUp,BarangayId
LocationStreet,BarangayID,View_BarangayLookUp,BarangayId
PStreet,BarangayId,View_BarangayLookUp,BarangayId
PSubdivision,BarangayId,View_BarangayLookUp,BarangayId
AssessmentRollSEFBasic,BarangayId,View_BarangayLookUp,BarangayId
SummaryRPUAssessed,BarangayID,View_BarangayLookUp,BarangayId
QuarterlyTableOld,BarangayID,View_BarangayLookUp,BarangayId
RPUSummaryPerBarangayTable,BarangayID,View_BarangayLookUp,BarangayId
TDNSubdivisionTempTable,BarangayID,View_BarangayLookUp,BarangayId
ASubClassification,BarangayID,View_BarangayLookUp,BarangayId
PStreetOld,BarangayId,View_BarangayLookUp,BarangayId
RecordsOfAssessmentTable,BarangayID,View_BarangayLookUp,BarangayId
View_StreetAssessment,BarangayId,View_BarangayLookUp,BarangayId
QuarterlyTableCancelled,BarangayID,View_BarangayLookUp,BarangayId
aStreet,BarangayId,View_BarangayLookUp,BarangayId
TDN,TDNModeId,ATDNMode,TDNModeId
tempTDN,TDNModeId,ATDNMode,TDNModeId
view_MachineApraisal,TDNModeId,ATDNMode,TDNModeId
View_PrintTaxDecCity,TDNModeId,ATDNMode,TDNModeId
aBuilding,BarangayId,view_BarangayCityLookUp,BarangayId
QuarterlyTable,BarangayID,view_BarangayCityLookUp,BarangayId
QuarterlyTableActive,BarangayID,view_BarangayCityLookUp,BarangayId
View_BarangayLookUp,BarangayId,view_BarangayCityLookUp,BarangayId
View_tdn,BarangayId,view_BarangayCityLookUp,BarangayId
LocationStreet,BarangayID,view_BarangayCityLookUp,BarangayId
PStreet,BarangayId,view_BarangayCityLookUp,BarangayId
PSubdivision,BarangayId,view_BarangayCityLookUp,BarangayId
AssessmentRollSEFBasic,BarangayId,view_BarangayCityLookUp,BarangayId
SummaryRPUAssessed,BarangayID,view_BarangayCityLookUp,BarangayId
QuarterlyTableOld,BarangayID,view_BarangayCityLookUp,BarangayId
RPUSummaryPerBarangayTable,BarangayID,view_BarangayCityLookUp,BarangayId
TDNSubdivisionTempTable,BarangayID,view_BarangayCityLookUp,BarangayId
ASubClassification,BarangayID,view_BarangayCityLookUp,BarangayId
PStreetOld,BarangayId,view_BarangayCityLookUp,BarangayId
RecordsOfAssessmentTable,BarangayID,view_BarangayCityLookUp,BarangayId
View_StreetAssessment,BarangayId,view_BarangayCityLookUp,BarangayId
QuarterlyTableCancelled,BarangayID,view_BarangayCityLookUp,BarangayId
aStreet,BarangayId,view_BarangayCityLookUp,BarangayId
TDNLookUp,TDNID,view_FAASLandDetail,TDNId
View_FAASMachinery,TDNId,view_FAASLandDetail,TDNId
View_MachienryFAAS,TDNId,view_FAASLandDetail,TDNId
View_FAAS,TDNId,view_FAASLandDetail,TDNId
view_FAASLand,TDNId,view_FAASLandDetail,TDNId
AOwnerOther,TDNId,view_FAASLandDetail,TDNId
TDNSubdivisionTempTable,TDNID,view_FAASLandDetail,TDNId
TDNTEMP,TDNID,view_FAASLandDetail,TDNId
aTitlesClassification,TitlesClassificationID,aTitles,TitlesClassificationID
CoOwners,TDNID,view_TDNSearchLookUpCityBased,TDNID
View_TDNCoOwners,TDNID,view_TDNSearchLookUpCityBased,TDNID
TDNPreviousARP,TDNID,view_TDNSearchLookUpCityBased,TDNID
TDNMachine,TDNID,view_TDNSearchLookUpCityBased,TDNID
TDNPreviousPIN,TDNID,view_TDNSearchLookUpCityBased,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,view_TDNSearchLookUpCityBased,TDNID
view_TDNTaxDecProvince,TDNID,view_TDNSearchLookUpCityBased,TDNID
view_TaxDecDetail,TDNID,view_TDNSearchLookUpCityBased,TDNID
CertifiedTrueCopyTable,TDNID,view_TDNSearchLookUpCityBased,TDNID
view_TDNTaxDecCity,TDNID,view_TDNSearchLookUpCityBased,TDNID
TDN_Attachment,TDNID,view_TDNSearchLookUpCityBased,TDNID
View_FAASBuilding,TDNId,view_TDNSearchLookUpCityBased,TDNID
TDNDetail,TDNId,view_TDNSearchLookUpCityBased,TDNID
TDN_Images,TDNID,view_TDNSearchLookUpCityBased,TDNID
View_FAASImprovement,TDNId,view_TDNSearchLookUpCityBased,TDNID
TDNBaseValueAdjustment,TDNId,view_TDNSearchLookUpCityBased,TDNID
View_TDNLandBackTax,TDNID,view_TDNSearchLookUpCityBased,TDNID
TDNLand,TDNID,view_TDNSearchLookUpCityBased,TDNID
TDNBackTax,TDNID,view_TDNSearchLookUpCityBased,TDNID
TDNBuilding,TDNID,view_TDNSearchLookUpCityBased,TDNID
View_PrintTaxDecProvince,TDNID,view_TDNSearchLookUpCityBased,TDNID
tempMachdb,TDNID,view_TDNSearchLookUpCityBased,TDNID
TDNFAASSketch,TDNID,view_TDNSearchLookUpCityBased,TDNID
ImageCache,TDNID,view_TDNSearchLookUpCityBased,TDNID
TDNHistory,TDNID,view_TDNSearchLookUpCityBased,TDNID
View_TDNLandDetail,TDNID,view_TDNSearchLookUpCityBased,TDNID
View_TDNLandAppraisal,TDNID,view_TDNSearchLookUpCityBased,TDNID
view_MachineApraisal,TDNID,view_TDNSearchLookUpCityBased,TDNID
View_TDNDetail,TDNId,view_TDNSearchLookUpCityBased,TDNID
View_TDNBuildingDetail,TDNID,view_TDNSearchLookUpCityBased,TDNID
View_PrintTaxDecCity,TDNID,view_TDNSearchLookUpCityBased,TDNID
TOStempQuarterlyRPTC,TDNID,view_TDNSearchLookUpCityBased,TDNID
View_DemolishedProp,TDNID,view_TDNSearchLookUpCityBased,TDNID
TDN,TDNID,view_TDNSearchLookUpCityBased,TDNID
stagtbl,TDNID,view_TDNSearchLookUpCityBased,TDNID
view_TDNLandImprovements,TDNID,view_TDNSearchLookUpCityBased,TDNID
tempTDN,TDNID,view_TDNSearchLookUpCityBased,TDNID
ALGUListing,LGUId,view_TDNSearchLookUpCityBased,LGUId
View_PrintTaxDecCity,LGUId,view_TDNSearchLookUpCityBased,LGUId
view_TDNSearchLookUpProvinceBased,LGUId,view_TDNSearchLookUpCityBased,LGUId
aBarangay,LGUId,view_TDNSearchLookUpCityBased,LGUId
aMunicipality,LGUId,view_TDNSearchLookUpCityBased,LGUId
view_TDNSearchLookUpProvinceBased,BarangayId,view_TDNSearchLookUpCityBased,BarangayId
aBarangay,BarangayId,view_TDNSearchLookUpCityBased,BarangayId
view_MachineApraisal,BarangayId,view_TDNSearchLookUpCityBased,BarangayId
View_PrintTaxDecCity,BarangayId,view_TDNSearchLookUpCityBased,BarangayId
tempTDN,BarangayId,view_TDNSearchLookUpCityBased,BarangayId
TDN,BarangayId,view_TDNSearchLookUpCityBased,BarangayId
CoOwners,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
View_TDNCoOwners,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
TDNPreviousARP,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
TDNMachine,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
TDNPreviousPIN,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
view_TDNSearchLookUpCityBased,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
view_TDNTaxDecProvince,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
view_TaxDecDetail,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
CertifiedTrueCopyTable,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
view_TDNTaxDecCity,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
TDN_Attachment,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
View_FAASBuilding,TDNId,view_TDNSearchLookUpProvinceBased,TDNID
TDNDetail,TDNId,view_TDNSearchLookUpProvinceBased,TDNID
TDN_Images,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
View_FAASImprovement,TDNId,view_TDNSearchLookUpProvinceBased,TDNID
TDNBaseValueAdjustment,TDNId,view_TDNSearchLookUpProvinceBased,TDNID
View_TDNLandBackTax,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
TDNLand,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
TDNBackTax,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
TDNBuilding,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
View_PrintTaxDecProvince,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
tempMachdb,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
TDNFAASSketch,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
ImageCache,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
TDNHistory,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
View_TDNLandDetail,TDNID,view_TDNSearchLookUpProvinceBased,TDNID
